id,text,token_count
11912," I praise you, O Lord;
    teach me your decrees.",14
11913," I have recited aloud
    all the regulations you have given us.",15
11914," I have rejoiced in your laws
    as much as in riches.",15
11915," I will study your commandments
    and reflect on your ways.",14
11916," I will delight in your decrees
    and not forget your word.",15
11917," Be good to your servant,
    that I may live and obey your word.",16
11918," Open my eyes to see
    the wonderful truths in your instructions.",14
11919," I am only a foreigner in the land.
    Dont hide your commands from me!",18
11920," I am always overwhelmed
    with a desire for your regulations.",13
11921," You rebuke the arrogant;
    those who wander from your commands are cursed.",16
11922," Dont let them scorn and insult me,
    for I have obeyed your laws.",17
11923," Even princes sit and speak against me,
    but I will meditate on your decrees.",19
11924," Your laws please me;
    they give me wise advice.",12
11925," I lie in the dust;
    revive me by your word.",13
11926," I told you my plans, and you answered.
    Now teach me your decrees.",18
11927," Help me understand the meaning of your commandments,
    and I will meditate on your wonderful deeds.",21
11928," I weep with sorrow;
    encourage me by your word.",13
11929," Keep me from lying to myself;
    give me the privilege of knowing your instructions.",17
11930," I have chosen to be faithful;
    I have determined to live by your regulations.",17
11931," I cling to your laws.
    Lord, dont let me be put to shame!",17
11932," I will pursue your commands,
    for you expand my understanding.",13
11933," Teach me your decrees, O Lord;
    I will keep them to the end.",18
11934," Give me understanding and I will obey your instructions;
    I will put them into practice with all my heart.",22
11935," Make me walk along the path of your commands,
    for that is where my happiness is found.",20
11936," Give me an eagerness for your laws
    rather than a love for money!",17
11937," Turn my eyes from worthless things,
    and give me life through your word.",16
11938," Reassure me of your promise,
    made to those who fear you.",16
11939," Help me abandon my shameful ways;
    for your regulations are good.",14
11940," I long to obey your commandments!
    Renew my life with your goodness.",16
11941," Lord, give me your unfailing love,
    the salvation that you promised me.",17
11942," Then I can answer those who taunt me,
    for I trust in your word.",18
11943," Do not snatch your word of truth from me,
    for your regulations are my only hope.",19
11944," I will keep on obeying your instructions
    forever and ever.",14
11945," I will walk in freedom,
    for I have devoted myself to your commandments.",17
11946," I will speak to kings about your laws,
    and I will not be ashamed.",17
11947," How I delight in your commands!
    How I love them!",13
11948," I honor and love your commands.
    I meditate on your decrees.",16
11949," Remember your promise to me;
    it is my only hope.",13
11950," Your promise revives me;
    it comforts me in all my troubles.",15
11951," The proud hold me in utter contempt,
    but I do not turn away from your instructions.",19
11952," I meditate on your ageold regulations;
    O Lord, they comfort me.",17
11953," I become furious with the wicked,
    because they reject your instructions.",14
11954," Your decrees have been the theme of my songs
    wherever I have lived.",17
11955," I reflect at night on who you are, O Lord;
    therefore, I obey your instructions.",20
11956," This is how I spend my life:
    obeying your commandments.",15
11957," Lord, you are mine!
    I promise to obey your words!",14
11958," With all my heart I want your blessings.
    Be merciful as you promised.",17
11959," I pondered the direction of my life,
    and I turned to follow your laws.",18
11960," I will hurry, without delay,
    to obey your commands.",13
11961," Evil people try to drag me into sin,
    but I am firmly anchored to your instructions.",19
11962," I rise at midnight to thank you
    for your just regulations.",14
11963," I am a friend to anyone who fears you
    anyone who obeys your commandments.",19
11964," O Lord, your unfailing love fills the earth;
    teach me your decrees.",18
11965," You have done many good things for me, Lord,
    just as you promised.",17
11966," I believe in your commands;
    now teach me good judgment and knowledge.",15
11967," I used to wander off until you disciplined me;
    but now I closely follow your word.",19
11968," You are good and do only good;
    teach me your decrees.",15
11969," Arrogant people smear me with lies,
    but in truth I obey your commandments with all my heart.",23
11970," Their hearts are dull and stupid,
    but I delight in your instructions.",15
11971," My suffering was good for me,
    for it taught me to pay attention to your decrees.",20
11972," Your instructions are more valuable to me
    than millions in gold and silver.",16
11973," You made me; you created me.
    Now give me the sense to follow your commands.",19
11974," May all who fear you find in me a cause for joy,
    for I have put my hope in your word.",24
11975," I know, O Lord, that your regulations are fair;
    you disciplined me because I needed it.",21
11976," Now let your unfailing love comfort me,
    just as you promised me, your servant.",19
11977," Surround me with your tender mercies so I may live,
    for your instructions are my delight.",20
